"ID","ALLAS_NEVE","ALLAS_LEIRASA","MUNKAKOR_ID","HIRDETO_ID","KAPCSOLAT_ID","DIAK_VALLALHATJA","HELYSZIN_ID","KEZDES_IDOPONTJA","BEREZES"
79,"Account Manager","VanderHouwen has more jobs you may like! Find them here: http://bit.ly/1RIQfgESummaryVanderHouwen & Associates, Inc. is rapidly expanding in the Dallas/Fort Worth area!! We are seeking a Business Development/Account Management professional with strong staffing industry experience to join our team. This is a great opportunity to make an impact in a branch supported by a highly successful firm with an established reputation. VHA focuses on long-term employment for our staff so you must be a highly motivated, and dedicated individual. We operate in a fast-paced and competitive market where a goal-oriented, team approach is essential to everyone's success. If you are an experienced Account Manager, who has the determination to be part of a dynamic team please submit your resume. We are seeking candidates who have a strong technical background and/or understanding of various technical positions. Qualifications Strong business development and account management background in the staffing industry highly preferred.Experience in creating successful staffing and hiring solutions for a variety of industries and company sizes.2+ years of experience initiating and maintaining long-lasting client relationships, and negotiating service contracts and fees.Ability to proactively promote candidates to support our customer base.Strong analytical and organizational skills to be comfortable with multi-tasking in a fast-paced, competitive environment. Must be a goal-oriented and a team player with excellent written and oral communication skills. What We Offer YouA highly competitive base salaryExcellent commission/bonus plan based on personal goalsExcellent opportunity to build a candidate base in a highly reputable firmState-of-the-art computer systems and recruiting toolsExcellent benefits including medical, dental, vision, life, disability, long term care, matching 401(k), paid time off, and eight paid holidays. Other perks include company-sponsored outings and events throughout the year.***Please apply using a Word-format resume***VanderHouwen & Associates VanderHouwen & Associates, Inc. has been a premier staffing provider of professionals since 1987. While it might seem unusual for a rapid-deploy, results-driven business like ours to take that responsibility personally, we do. Our President*s work ethic not only serves as the foundation of our company, but drives the commitment to individual attention which infuses our culture. Our dedication is to the satisfaction and success of our clients and consultants. We*re committed to providing outstanding service to a uniquely demanding industry in a straightforward, ethical, highly personal, and always-responsive manner.",54,65,10,1,6,22-NOV.  -26 00.00.00,000000000,544037
80,"Technical Recruiter","Genesis10 has a full-time opportunity for a creative and resourceful technical recruiter in New York city. Description: Â  We are looking for a middle to senior level Technical Recruiter for information technology professionals in a perm-placement environment. Responsibilities: Â  * Understand the capabilities, experience, skills, and motivations of talented candidates * Connect those characteristics to clients' business and technology needs * Be familiar with the requirements of diverse business and technical specialties * Build credibility and recommend the right staffing or service solutions Qualifications: Â  * Previous IT recruiting experience in a perm-hire or agency setting * Knowledge of different sourcing techniques for varied requirements * Experience using social media for professional recruiting * Perception and judgment in reviewing resumes and profiles * Talent for matching candidates and requirements * Skill in using behavioral interviewing techniques * Experience in full life cycle recruiting from source to close * A desire to create ongoing professional connections with candidates * Participation in professional associations and groups * A commitment to building relationships outside business hours * The ability to tell good stories that help make the sale If you are a qualified candidate interested in this opportunity, please apply. About Genesis10: Â  Genesis10 is a privately held company founded in 1999 to provide talent and solutions that power our clients' business and technology initiatives. We have proven experience across industries including Financial Services, Communications, Consumer Products, Energy, Healthcare, Insurance, Manufacturing and Technology resulting in an annual growth rate of 19% based on client referrals. Genesis10 has over 2,000 highly talented U.S. consultants working with over 150 clients (85% of which are Fortune 500). Our Recruiting and Delivery Teams are career advocates, who get to know candidates beyond their resume in order to match opportunities with skills, experience and aspirations. To learn more about Genesis10 and to view all our available career opportunities, please visit us at www.genesis10.com. `Genesis10 is an Equal Opportunity Employer, M/F/D/V`Â  Start Date: 07/05/2016",2,22,1,0,9,22-AUG.  -17 00.00.00,000000000,462763
81,"Senior Technical Writer","SENIOR TECHNICAL WRITER REQUIREMENT #16-00879RECRUITER: KADE HYNESJOB LOCATION: CAMDEN, NJ JUNE 7, 2016 Project Description: A resource is required to manage the capture of process documentation (workflows, work instructions, operating procedures) during facilitated work sessions of the project team. This individual will manage all documentation for training and change mgmt. This individual will also be responsible for arranging working sessions across various support groups to complete the initiative. The work and/or project that will be performed: Documentation & Requirements Facilitation: Standard Operating Procedures, Work Instructions, Issue Solutions, Support Matrix Instructions, Process Flows Required Skills: Ability to capture information from working sessions and individual interviews and to develop into the working documents for the organization Must be skilled in Technical Writing, Process Mapping, Facilitation Must be Proficient in Word, Excel, Visio and familiar with OneDrive & SharePoint This 4+ month position starts ASAP. Please E-MAIL your resume (attachment to email) with rate and availability to Kade: kade@alphaconsulting.com",28,24,5,0,25,22-SZEPT.-13 00.00.00,000000000,602764
82,"Sr. Quality Assurance Test Analyst","Genesis10 is actively seeking Sr. QA Test Analyst in support of our client, a Fortune 25 financial institution. These contract to hire positions are located in Plano, TX. All candidates must be able to work on a W2 basis. No third party candidates will be considered. Summary: Â  Conducts end-to-end testing on applications and technology, to ensure that business, technical, functional requirements are being met throughout the SDLC. Executes test scripts based upon test strategy/plans in an effort to identify defects prior to production. Tests may be manual, automated or both. May also include Production Certification which requires manual/automated scripts be executed to certify production health and/or identify post-production defects. Responsibilities: Â  Test Management * Plan, lead, and manage end-to-end test execution to ensure deliverables are on target and business, technical, functional requirements are met. * Understand end-to-end application flow, associated systems, stakeholders and process touch points. * Assign / allocate resources to work during appropriate timelines to meet deliverable dates. * Provide test estimates (and re-estimates) to the team at each appropriate phase. * Ensure compliance of documentation, entry/exit criteria, and role clarity. * Point of contact and escalation for all offshore test related issues.Test Planning * Review all documentation including Business Requirement Documents (BRD), Design documents, Technical Designs (HLD &LLD) or SRS. * Participate in Story Grooming, Sprint Planning , Design reviews * Deliver and review all documentation with testers to ensure complete understanding of goals and requirements. * Issue resolution around Test/Application Teams environments, test process, tools, and resources. * Understand and document each Test/Application Teams environments. * Coordinate with application team to determine and document application test environments. * Document of each Test/Application Teams systems outage times and dates. * Document of each Test/Application Teams systems code migration schedules. Coordinate with application development/environment team for code migration schedulesTest Preparation * Identify regression requirements and assess risks * Work with Onshore Lead to review with project team and business leaders the test plan emphasizing test requirements. * Develop test schedule using WBS (work breakdown structure) and ensure testers are assigned. * Ensure that appropriate Peer and Stakeholder Reviews are completed for Test Plan, Tests, and Risks. * Coordinate with application team to ensure environments are ready and dates are established for code migration.Test Execution and Defect Tracking * Communicate testing conditions to testers (e.g. timeframes have changed, regions changed, environment down, etc.) * Collect all incident reports/metrics and documentation from testers. * Participate in daily status meeting with project management of defects and issues found * Work with Onshore Lead to monitor execution of tests by off-shore testers * Report defects and issues to development through Quality Center / Rally * Assign resolved defect for re-test * Classify type of defect and identify root cause of incident Requirements: Â  * 5+ years of software testing experience and 2+ years as a test lead * Quick learner and self-starter who requires minimal supervision to excel in a dynamic environment * Deep understanding of the software development process * Traceability matrix development / management * Strong knowledge of project management tools such as Quality Center, JIRA, Rally * Proven ability to lead testing projects of all sizes * Prior experience implementing process improvements in support of testing or software development such as risk based testing * Written and verbal communication across all levels from junior members to senior management * Understanding of SQL * Willingness to train/coach/mentor junior resources * Comfortable working in a matrix environment * Self-motivated, requiring minimal oversight. Desired: Â  * Exposure to various platforms and technologies: Java, .Net, C++, Web, Mobile, Mainframe * Software development background and knowledge of database design * Familiarity with modern development approaches like Agile/SCRUM/Lean * Prior experience in automation testing (QTP/Selenium/TOSCA/RIT) * Financial Services experience * Prior experience of working with globally distributed teams * Bachelors' degree in Computer or equivalent professional experience * Extensive experience in Automation Testing using Quick Test Professional (QTP) in development, maintenance and execution of automation scripts, creation of automation framework (Data Driven, keyword, Hybrid), VB Script and Descriptive Programming * Experience in HP Quick Test Professional (QTP) and Quality Center (QC) integration, Rally (Agile) * Experience in automation of data related applications and ETL processes * Skills upgrading scripts from older versions, * Experience in Tosca, Green Hat, IntelliDB, SMARTOMATEIf you have the described qualifications and are interested in this exciting opportunity, apply today! Only W2 candidates will be considered. About Genesis10: Â  Genesis10 is a leading U.S. business and technology consulting firm with hundreds of clients needing proven talent and solutions to power their strategic initiatives. If you are a high performing business or IT professional with solid, referenced experience, we want to meet you. Genesis10 recruiters and delivery professionals are highly accomplished career advocates, who get to know you beyond your resume to position you with the opportunities that fit your skills, experience and aspirations. We have benefit options to fit your needs and a support staff that works with you from placement throughout your engagement - project after project. To learn more about Genesis10 and to view all our available career opportunities, please visit us at www.genesis10.com ""Genesis10 is an Equal Opportunity Employer, M/F/D/V""",47,46,7,0,18,22-OKT.  -04 00.00.00,000000000,564258
83,"Business Systems Analyst III","VanderHouwen has more jobs you may like!Â  Find them here: http://bit.ly/1RIQfgEÂ PLEASE JOIN OUR TALENT NETWORK: http://bit.ly/vhatalentnetworkÂ Â Joining the Talent Network with VanderHouwen & Associates (VHA) will enhance your job search and application experience. Job listings are mobile-friendly and easy to review, share, or apply. Whether you choose to just leave usÂ your information or apply, we look forward to connecting with you.SummaryOur client is looking for a Business Systems Analyst III to join their team.Responsibilities Project planning and communication support - preparing communication materials for project steering committee and Leadership groups.Business Requirements gathering and documentation.Business process analysis, documentation and redesign as needed - including new business and document management processes using PW, as well as PW helpdesk/support flows, external flows, etc.Test planning, including test case identification and as needed test scrip development.Training planning and delivery support, including training materials documentation.Post implementation support as needed.",10,25,11,0,14,22-OKT.  -02 00.00.00,000000000,321194
84,"Automated Test Engineer","Automated Test Engineer 3-5 years of automated testing experience is required. 100% automation, so heavy on Java with Cucumber and Selenium desired. Must have Selenium experience with mobile and web. Communication skills are important but should be able to follow direction and be comfortable in a managed team environment. Agile experience or knowledge is preferred. Video streaming experience is big plus.",17,65,3,0,24,22-DEC.  -08 00.00.00,000000000,650619
85,"Senior Drupal Developer","PTG has a new opportunity in MD!We need your expertise as a Drupal Back End / Module developer who will work in tandem withÂ  UX, and development teams.Â Â Â  With strong communications skills with ability to articulate ideas with others in the teamÂ Â Required skills:Â Â Â Â Â Â Â Â  15 plus years in IT and software development;Â Â Â Â Â Â Â Â  6-10 year*s experience working on Drupal projects;Â Â Â Â Â Â Â Â  Extensive and diverse background creating custom PHP modules within the Drupal framework.Â Â Â Â Â Â Â Â  Strong background in one or more of Drupal*s major themes, i.e. Zen, Omega, etc.Â Â Â Â Â Â Â Â  Understanding of browser/client-side, particularly jQuery.Â Â Â Â Â Â Â Â  Mastery of Drupal's key contrib modules, i.e. CTools, Views, Rules, etc.Â Â Â Â Â Â Â Â  Familiarity with Drupal*s 'hook' system for modifying contributed modules remotely -- from functionsÂ Â Â Â  written in custom modules;Â Â Â Â Â Â Â Â  Background in 'site building': to be good at vetting Contributed modules from Drupal.org, installing and configuring modules for 'sandbox' projects;Â Â Â Â Â Â Â Â  Command line competence in Linux to be able to work with sandbox instances. This includes editing server files, navigating server folders, modifying permissions and other such actionsÂ Â Â Â Â Â Â Â  Familiarity with GITÂ Â Â Â Â Â Â Â  Familiarity with DB and DB Modeling * in particular MySQLÂ Â Â Â Â Â Â Â  Full Stack* development capabilityÂ Must have:Â Â Â Â Â Â Â  Experience in Public Sector environmentsÂ Â Â Â Â Â Â  Experience working in cloud environmentsÂ Â Â Â Â Â Â  W2, available for full-time",24,26,25,1,3,23-JAN.  -01 00.00.00,000000000,202385
86,"Senior Devops Engineer (Contract)","Sr Devops EngineerYour job is to understand the daily activities of our development teams and deliver solutions to make them more efficient. Listening to individuals across development, understanding their activities, and constantly thinking about ways to make it more efficient Collaborate with other Senior engineers to drive architecture of CI/CD systems. Hands on involvement in implementation of CI/CD systems. Participate in evaluating and recommending tools and technologies.Desired Skills and Experience: Focus on DevOps CI and CD solutions using various DevOps tools and frameworks Build scalable and resilient services / tools in both private and public cloud Use containers. Expertise in using containers in app build and deployment Experience in designing, building using CI tools (Teamcity/Jenkins) Familiarity with Vagrant, Mesos, Kubernetes, PaaS, Cloud infrastructure (preferred AWS) Familiarity with Log Management solutions (ELK, Splunk, Sumologic, etc) Working knowledge of build systems like Ant, Gradle and Maven. Experience coding software using object-oriented techniques (in order of preference, Java, .Net, C++, Python, other) Hands-on coding/scripting experience with bash, Groovy, python or similar Exposure to leading projects with track record of successful delivery 4 to 6 years of related DevOps experience. BA/BS in Computer Science, Computer Information Systems or related technical field. (In lieu of degree, relevant work experience). Solid communication skillsBonus Qualifications: Experience with Configuration Automation tools (Ansbile, Chef, Puppet, etc) Experience working in Kanban or ScrumPlease contact Meera Makam at 925 627 4935 or email mmakam@ascentsg.com for any questions",50,45,12,0,4,22-DEC.  -17 00.00.00,000000000,425055
87,"Capacity Planning Engineer - 11350","Capacity Planning Engineer - 11350Â Our client is an entertainment behemoth located in the heart of the worldÂs entertainment capital. Â They are a technology driven company with billions of dollars spent on their delivery infrastructure.Â  The client urgently requires Systems Architects who will architect infrastructure that scales seamlessly and will meet the growth of their services.Â Â Responsibilities:Analyze the current network and systems architecture for high performance, availability and redundancy and provide guidance on capacity optimizationWork on BMC BCO Capacity planning tool to evaluate current and future state of network and systems and provide guidance and recommendations regarding future capacity growth.Analyze requirements from the business and determine when to scale up and scale down the infrastructureCompile data from various tools (CMDB) to aggregate the data and present this to executives across the organization.Interface with vendors to resolve technical issues with their equipmentWork with various system vendors on evaluating system capacity in the video distribution network and provide recommendations. Systems include routers, switches, firewalls, load balancers, content caches etc.Engage with project teams on major initiatives to understand traffic volumes, work flows and hardware requirements to plan for adequate capacityÂ Requirements:Requires BS/BA in related discipline (i.e., Computer Science, Information Systems) and 3-5 years of experience in related field (i.e., Network Engineering, IP Video Delivery, Content Delivery Networks, Linux System Admin)Experience with BCM capacity planning tools a plusStrong analytical, budgeting and planning skillsExcellent interpersonal and communication skillsExperience developing SQL queries preferredÂ Position Logistics:Must be currently authorized to work in the USContract length: 12 monthsPosition type: ContractPosition location: El SegundoLocal candidates onlyÂ WhatÂs in it for You:Competitive pay and stable, long term contract (up to 18 months)Outstanding opportunity to make significant contributions to a high visibility team.Excellent facilities and great locationGreat opportunity to enhance or solidify your skills with an excellent and experienced team with solid expertise in this areaÂ About the Client:This client has a passion for entertainment, technology and providing unparalleled customer experiences.Â  They have a track record of continuous technological innovation that has maintained their standing as leaders in their industry.Â  They have a vibrant, fast paced environment that is the perfect place for an enthusiastic engineer to thrive in.Â About Maxonic:Since 2002 Maxonic has been at the forefront of connecting candidate strengths to client challenges. Â Our award winning, dedicated team of recruiting professionals are specialized by technology, are great listeners, and will seek to find a position that meets the long term career needs of our candidates. Â We take pride in the over 5,000 candidates that we have placed, and the repeat business that we earn from our satisfied clients.Â Interested in Applying?Send us your resume, STAT! Â Please apply below with your most current resume and anything else youÂd like us to know about you Â commute preferences, desired work environments, etc. Â We promise to get back to you within 24 hours.Â  Feel free to email Medha Haridas (medha@maxonic.com) or call 408-648-2010.Â Â Â Â Key Words: Â Capacity planning",53,50,4,0,22,22-AUG.  -24 00.00.00,000000000,213964
88,"Data Center Virtualization Architect","Data CenterÂ Virtualized Networking ArchitectÂ ResponsibilitiesThis is more of a true Data Center Engineer role as part of the Advanced Engineering (AE) team within our client. Â Required Attributes for Data CenterÂ Virtualized Networking ArchitectÂ Engineer: Solid Cisco network and Data Center architectural design and hands-on engineering experience Solid knowledge of and experience Virtualization Networking, NFV, Nuage, NSX and UCS Solid knowledge of and experience with BGP and ISIS. Strong knowledge of and experience with the implementation of Cisco Nexus data center switches, including the latest designs trends such as Leaf and Spine and *Â Â  Design, testing, and implementation of the datacenter network service to partition the data-centerRequirements Bachelors is preferred, Associates or equivalent combination of work experience is required CCIE Datacenter or Routing and Switching certification preferred, but not req*d 5+ years of experience designing and implementing Virtualized Networking and UCS.",27,48,14,0,2,22-JÚL.  -07 00.00.00,000000000,338106
89,"Procurement System Manager","PLEASE JOIN OUR TALENT NETWORK: http://bit.ly/vhatalentnetwork Joining the Talent Network with VanderHouwen & Associates (VHA) will enhance your job search and application experience. Job listings are mobile-friendly and easy to review, share, or apply. Whether you choose to just leave us your information or apply, we look forward to connecting with you. SummaryOur client is looking for a Procurement System Manager for their new SaaS solution Coupa as they roll out the solution globally.Â  ResponsibilitiesProvide subject matter expertise on core Coupa functionality and configuration.Identify opportunities and recommend possible solutions to address business needs and issues.Establish and manage Coupa change management processes, testing, and governance in line with industry best practices.Serve as day to day point of contact with Coupa on upcoming major and minor releases.Manage and foster relationships with internal and external partners.Qualifications3+ years of professional experience in SaaS change management.3+ years of professional experience in managing SaaS vendor relationships.Coupa certification or previous experience with Coupa preferred.Previous experience in procure to pay business processes a plus.Strong leadership skills; ability to lead cross-functional business and technical teams.Expert analytical skills; ability to quickly grasp complex business concepts and formulate recommendations for resolution or improvement.Skilled presenter/trainer possessing strong written, verbal, and inter-personal communication skills.Proven energy to navigate complex organizational structures.",40,48,22,0,17,22-AUG.  -01 00.00.00,000000000,227232
90,"Sr. Information Risk Management Analyst","SummaryIn the Information Risk Management, Risk Professional Sr. Analyst role, you'll execute with IT leadership to build, deliver and operate an information security and risk management assessment strategy that is integrated into the fabric of company DNA. You will be involved in developing a risk management program that is driven by the value and classification of information and working with the data stewards to align the support and participation in the mitigation of information risk for the company. Your primary responsibilities will be to assist leadership in building and executing the process and tracking information risk decisions across multiple internal functions. You will partner with Global Process Leaders (GPL*s), Global Technology Leaders (GTL*s), Product Engines and internal Governance teams such as Legal, Corporate Audit and Tech in designing processes and controls that effectively mitigate information security risk. This opportunity requires knowledge and experience related to information security disciplines, risk management techniques and effective communication and presentation skills. You must have a strong desire to operate as a leader and comfort working in an ambiguous and fast paced environment where your ability to define the future sets the pace for delivery. Strong speaking, writing and influencing skills are required as the opportunity to present verbally or in written form to IT and business leadership is frequent. Knowledge of IT internal control methodologies such as COBIT, COSO, and/or ISO 27000 along with certifications in information security disciplines, IT auditing or governance are beneficial. Experience in marketing desired.ResponsibilitiesIdentify, document and elevate visibility to information risk, where business direction creates potential for exposure to employee, athlete and product sensitive data streams. Develop, drive and lead a strategy around the management of information risk utilizing mechanisms to track the identification, remediation or acceptance of risk decisions.Evaluate vendor processes at the point of engagement with company and ensure sufficient validation of data sharing arrangements and agreements protect sensitive information.Perform formal risk assessments on partner and vendor connections and ensure the business objectives align with the type and volume of data used in maintaining a *need to know/use* mindset.Create a subscription to the information risk assessment process through pro-active partnerships and collaboration with internal business partners. Become an advocate of Information security procedures, policies, and processes, and standards as a mechanism to enable the business effectively while managing risk appropriately.Provide enforcement of security policies, standards and procedures by working cross functionally with Compliance and Governance functions within the Corporate Information Security organization.Propose and implement methods to ensure information security awareness.Support the risk analysis intake process and communicate to stakeholders.Stay current on information security technologies, trends, standards and best practices.QualificationsBachelor's degree in Business Information Management or Computer Science desired. Minimum 5-8 years' experience in information security including information security or IT control design processes or a combination of 5 years in these disciplines with some experience in marketing and corporate communication. Must have or be working toward at least one of the following certifications: Certified Information Systems Security Professional (CISSP), Certified Information Security Manager (CISM), Certified Information Systems Auditor (CISA) or Certified Expert in the Governance of Information Technology (CEGIT), or SANS / GIAC Certifications.Awareness of information and data security best practices, benchmarking and key performance indicators (KPI's).Knowledge of information security principles and practices, general procedures and guidelines.A general understanding of technology use, trends and risks as it applies in a business context and environment.Excellent communication skills (written and verbal) as well as comfort and experience in presentation delivery.Proven persuasion skills.Proven experience identifying solutions for complex problems in enterprise environments.Proven analytical and problem solving ability.The ability to appropriately communicate complex security risks to non-technical staff Must be trustworthy in keeping sensitive data confidential.",43,27,15,0,16,22-NOV.  -28 00.00.00,000000000,761131
91,"Software Development Engineer","Amazon's Website Request Handling team designs, creates, and owns the critical software layer accepting, filtering, and routing all web traffic from the public Internet to its many websites. We use this software to route and manage traffic, detect and block robot and security threats, and enable Amazon's businesses to quickly and safely launch new websites and new countries.Our team is starting exciting new projects to take Amazon to the next level in scale and security; if you love making critical high performance software focused on networking, data processing, and security, we have the job for you.The ideal candidate is a champion of engineering excellence: raising the bar on quality, consistency, maintainability, performance, security and all the other things that make great software great. In addition, he/she should contribute elegant, practical code that solves some of the most difficult problems in the project.The opportunity to make an impact in this role is only limited by the personal capacity of the candidate!Â  BachelorÂs Degree or better in Computer Science or related field, or 5+ years relevant work experience 3+ years professional experience in software development Computer Science fundamentals in object-oriented design, data structures, and algorithms Computer Science fundamentals in networking and operating systems Proficiency in C and at least one high-level programming language such as Java, C++, C#Â Â  Have written high performance software using networking protocols such as TCP, SSL, DNS, etc. Experience with computer security and intrusion detection development or research Experience with large-scale data processing and mining Experience with distributed computing and enterprise-wide systems Experience or interest in Cloud Computing and other emerging technologies Experience in communicating with users, other technical teams, and senior management to collect requirements, describe software product features, technical designs, and product strategy Experience influencing software engineers best practices within your team",25,6,8,0,23,22-JÚN.  -21 00.00.00,000000000,441574
92,"Account Coordinator II","Genesis10 is seeking Construction Coordinators in Austin, TX! Our client's projects, like our users, span the globe and require its employees to keep the big picture in focus. As a member of the Construction Project Coordinator Team, you assist in working with internal customers to usher projects through the entire project lifecycle. This includes managing project schedules and clearly communicating goals to project stakeholders, while ensuring projects progress and meet their deadlines. Our client is striving to innovate Fiber-to-the Home by providing Gig speed internet to its end users. As the MxU Construction Coordinator, you are responsible for assisting the team in the day to day activities of moving our client's MxU projects from sales to engineering and through the completion of construction. You will have a demonstrated passion for project management with an entrepreneurial spirit and a passion for client management. Responsibilities: Â  - Represent the Client Fiber Construction Coordinator program to users and external partners, providing outstanding support and relationship building in all interactions. - Work closely with owners/property managers from sales close and site survey through engineering and installation including contracts, scheduling, and escalations. - Answer project specific design related engineering question to external clients when appropriate - Maintain an ongoing relationship with properties, even post-installation - Handle and track escalations, both internal and external - Track progress of multiple projects and update team on a daily, weekly, and monthly basis - Work closely with the local operations lead, construction manager, and internal cross-functional teams. - Assist with engineering and construction questions as requested by the client Fiber sales or engineering teams. - Manage Salesforce construction project tickets end to end and ensure all SLA's are being met. Minimum qualifications: Â  - BA/BS degree or equivalent practical experience. - 2 years of industry experience with experience in MxU process flow from contract to construction completion. - Experience working with customers/clients and setting expectations appropriately. - Experience in measuring and improving productivity, and scaling initiatives. Project management experience. - Excellent interpersonal skills - Ability to multi-task and think quickly - Deadline and detail oriented Preferred Qualifications: Â  - Proficiency in using Salesforce - Experience in telecommunications, preferably in a Fiber related field - An understanding of MDU engineering and construction, such as various industry design standards and construction methods in both condo and tenant MDU environment. - Excellent analytical and problem solving skills If you have the described qualifications and are interested in this exciting opportunity, please apply! About Genesis10: Â  Genesis10 is a leading U.S. business and technology consulting firm with hundreds of clients needing proven talent and solutions to power their strategic initiatives. If you are a high performing telecommunications or IT professional with solid, referenced experience, we want to meet you. Genesis10 recruiters and delivery professionals are highly accomplished career advocates, who get to know you beyond your resume to position you with the opportunities that fit your skills, experience and aspirations. We have benefit options to fit your needs and a support staff that works with you from placement throughout your engagement - project after project. To learn more about Genesis10 and to view all our available career opportunities, please visit us at www.genesis10.com. ""Genesis10 is an Equal Opportunity Employer, M/F/D/V""",42,61,23,0,8,22-JÚL.  -27 00.00.00,000000000,362941
93,"Technical Lead Supply Chain - 12241","Our client is one of largest retailers in the world.Â  Yet their IT department is nimble and dynamic, and works with cutting edge technologies.Â  Their Information Technology Department has an opening for a Technical Lead with experience leading applications design and integration of Retail Buying and Demand Planning for FMCG distribution centers. This position is located in Pleasanton, California.Â Responsibilities:Â The most commonly used applications in this area currently areÂ INFOREM, iTrade, Axway Gateway, and Oracle B2B combined with in-houseÂ developed capabilities.Lead projects, allocate and manage resources.Oversee the work of less experienced staff.Provide technical leadership, coach and mentor team members.Lead troubleshooting and root cause determination and proactively identify opportunities to fix issues.Must be able to make sound decisions based on incomplete information, under pressure and maintain project focus.Developing strong working relationships at levels in the business and IT community to ensure overall project satisfaction.Requirements:3+ years of Analysis/Design of Retail Buying and Demand Planning systems.5+ years of Retail or Supply Chain applications development experience.6+ years of programming experience including experience integrating applications across diverse technical platforms.Strong experience with application server (WebSphere, WebLogic) and database technologies (Oracle, DB2, SQL Server).Strong knowledge of UNIX/AIX, Windows, and Mainframe technologies.Strong experience with the full software development lifecycle and software development methodologies (Waterfall, Agile).Â Â Position logistics:Must be currently authorized to work in the USPosition type: Contract to HirePosition location: Pleasanton, CAÂ WhatÂs in it for You:Competitive pay for contract and permanent positions, with excellent stability and opportunity for growth.Great opportunity to enhance or solidify your skills with an excellent, diverse and experienced team.Work on multiple projects allows you to get experience with a variety of technologies and teams.Â About the Client:This client has a strong reputation as a responsible corporate citizen and has long been committed to improving the quality of life in the communities they serve.Â  With numerous training programs and outlets for development, they ensure that employees are continually strengthening their skill set and developing as individuals.Â  Their facilities are modern, clean and comfortable.Â About Maxonic:Since 2002 Maxonic has been at the forefront of connecting candidate strengths to client challenges. Â Our award winning, dedicated team of recruiting professionals are specialized by technology, are great listeners, and will seek to find a position that meets the long term career needs of our candidates. Â We take pride in the over 5,000 candidates that we have placed, and the repeat business that we earn from our satisfied clients.Â Interested in Applying?We canÂt wait to see your resume. Â Please apply below with your most current resume and anything else youÂd like us to know about you Â commute preferences, desired work environments, etc. Â We promise to get back to you within 24 hours.Â  Feel free to email Jalpa (jalpa@maxonic.com) or call 408-739-4900 x 114.Â Â Key Words: Â Software, Retail, Buying, Demand Planning, system, Analysis, Design, Supply Chain, applications development, WebSphere, WebLogic, Oracle, DB2, SQL Server, UNIX/AIX, Windows, and Mainframe",41,75,13,0,13,22-NOV.  -11 00.00.00,000000000,288713
94,"C++ Software Developer for Multi-Asset Risk System","Our client's R&D group works on some of the most fascinating and influential technical challenges in business and finance. Their multi-asset risk platform deals with large portfolios consisting of cross asset derivatives - interest rate, credit, FX, equity, and fixed income. The platform supports millions of calculations that drive various analytics such as VAR, CVA, CSA, and margin calculations. They are growing their team and are looking for dedicated and driven software developers with strong technical and programming skills, excellent problem solving ability and appreciation for the scope and impact of their work. A successful candidate will have to solve large scale distributed computation problems to manage millions of calculations bringing together billions of data points every day in an efficient and fault-tolerant fashion. Experience with big databases (Hbase, Cassandra), stream processing (Storm/Kafka), and distributed load balancing/scheduling is desirable. A background in finance and derivatives is a plus, but not a requirement. Strong communication skills and the ability to do well in a collaborative environment are paramount. You will... * Design, code, implement, and test new features of the platforms(mostly C++) * Work with product managers to translate and understand product specifications accurately * Manage projects, including estimation, scheduling, milestone tracking, risk management, and project status reporting The ideal candidate has... * A passion for design, problem solving, and hands-on development * At least 4 years of software engineering experience in object-oriented programming such as C++, Java, C# * Familiarity with SQL, Python, and JavaScript * Experience with high volume, high availability distributed systems * Experience with and/or interest in full software development lifecycle activities: requirements management, technical design, implementation, testing/release * Multi-threading experience * Interest and/or experience in financial domains is desirable If this describes YOU, please apply! About SWATT: Â  The Genesis10 Software and Technology Team (SWATT) is a specialized recruiting service focused on helping accomplished software developers, programmers, platform engineers and elite technology professionals find once-in-a-lifetime career opportunities in New York City with the world's most advanced technology organizations. Whether local to New York or relocating from across North America, we take an authentic approach to helping people make life-changing technology career decisions. For more information go to http://swatt.genesis10.com/ ""Genesis10 is an Equal Opportunity Employer, M/F/D/V""Â  Start Date: 06/27/2016",34,34,9,0,5,22-NOV.  -01 00.00.00,000000000,773908
95,"Senior MySQL DBA","Fahrenheit ITÂ is seeking a Database Administrator (DBA) to execute on database strategies and take responsibility for database integrity, architecture, modeling, security, and performance tuning for our MySQL databases. This person will play a key role in managing and improving the health and stability of our MySQL instances. This person will will display proficiencies in MySQL administration as well as basic Linux administration in a 24x7 production environment.Responsibilities Basic Database administration - install, configure, upgrade, and migrate existing databases Serve as an escalation point for any defined database issues regarding performance, security, and ongoing maintenance Automate various DBA tasks Optimization of database performance Devise and implement key constraints to ensure database integrity Work with developers and system engineers to troubleshoot and optimize queries and performance bottlenecks for current and future products and services Assist in formalizing and updating database policies, procedures, and technical standards, including disaster recovery planningMinimum Requirements: MySQL DBA experience in a 24x7 production environment. 3-6 years of database management/administration and performance tuningÂ experience Strong proficiency with Linux with experience performing basic administrative tasks Experience implementing multi-master replication (Galera experience is a plus) Experience with version control; specifically Git and GitHub. Mastery of one or more of: Python, Ruby, Bash, or other scripting language Understanding of virtualization environments Bachelor's degree in Computer Science or related field preferred Familiarity with Percona toolkit",13,69,17,1,11,22-OKT.  -07 00.00.00,000000000,281462
